 	StatArea.CU	CU_Name	BroodYear	Escape	TR2	TR3	TR4	TR5	TR6	TR7	Total	Total.ER	Age2	Age3	Age4	Age5	Age6	Age7
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1992	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1993	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1994	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1995	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1996	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1997	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1998	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	1999	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2000	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2001	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2002	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2003	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2004	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2005	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2006	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2008	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2009	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2010	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2011	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2012	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2013	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2014	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2015	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-022	CK022-East Vancouver Island-Cowichan and Koksilah_FA_0.x	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1986	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1992	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1995	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1996	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1997	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	1999	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2001	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2002	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2003	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2004	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2005	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2006	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2007	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2008	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2009	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2010	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2011	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2012	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2013	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2014	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2015	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-021	CK021-East Vancouver Island-Goldstream_FA_0.x	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1950	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1964	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1970	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1981	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1982	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1983	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1984	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1985	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1986	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1987	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1988	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1989	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1990	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1991	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1992	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1993	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1994	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1995	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1996	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1997	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1998	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	1999	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2000	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2001	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2002	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2003	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2004	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2005	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2006	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2007	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2008	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2009	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2010	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2011	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2012	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2013	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CK	CK-025	CK025-East Vancouver Island-Nanaimo and Chemainus_FA_0.x	2014	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
